Algorithm,Problem,ExecutionId,IndicatorName,IndicatorValue
CGA,FS_CGA,0,Fitness,-0.5464190277159204
CGA,FS_CGA,1,Fitness,-0.544933879201069
CGA,FS_CGA,0,Time,3.1167337894439697
CGA,FS_CGA,1,Time,3.0757217407226562
